location_id,display_name,url,cover_image,reviews_count,tags_desc,address,review_rating,feature_reviews
11,澳门旅游塔会展娱乐中心,https://www.tripadvisor.cn/Attraction_Review-g664891-d325619-Reviews-Macau_Tower_Convention_Entertainment_Centre-Macau.html,https://dimg04.c-ctrip.com/images/02Y56120009f2tkkl9114_R_1080_808_Q90.jpg,2501,"观景台,会议中心",中国 澳门 南湾新填海区,4.0,"['晚上的澳门旅游塔真是太美了！闪烁的灯光、壮丽的景色和震撼的氛围使这座塔成为日落后的终极景点。无论您是来拍照还是只是寻求刺激，这都是一个不容错过的夜晚', '晚上的景色是很不錯的，媲美香港的夜景，是燈光的也是組合的作用，置身其中有如在世界的另一個角落，不妨跟朋友來這裏看看日與夜']"
12,西安钟楼,https://www.tripadvisor.cn/Attraction_Review-g298557-d1801562-Reviews-Xi_an_Bell_Tower-Xi_an_Shaanxi.html,https://dimg04.c-ctrip.com/images/02Y36120008t66xv8FCAF_R_1080_808_Q90.jpg,2326,"观景台,圣地与宗教景点,景点与地标,历史遗迹","710000 陕西省 西安市 莲湖区 西安市中心,东西南北四条大街的交汇点",4.0,"['多么奇妙的网站啊。每次我看到这座塔的时候都是晚上。虽然这座城市的钟楼上到处都是螺纹灯。它在晚上会发光！\n\n瞥见穿着传统服装的当地人摆出姿势拍摄创意照片。\n\n在双子塔附近购物，体验西安的味道。街道宽敞，适合步行或骑自行车。', '对于像我这样的西安新手，我不知道怎么去那里，因为它在环岛中间。无论如何，你必须穿过地铁隧道才能到达钟楼入口。这座塔适合快速参观。从塔楼中心可以看到美丽的景色，里面有博物馆。拍几张好看的照片就走。', '【西安钟楼】建于明洪武十七年（1384年），昔日楼上悬挂一口大钟，每日击钟报时，故名钟楼为砖木结构，通高36米，面积1370平方米，是一座典型明代建筑，1949年后曾多次维修和保护，1996年被国务院列为全国重点文物保护单位。  钟楼初建于今广济街口，与鼓楼相对，明神宗万历十年(1582年)整体迁移于今址。\n\n门票🎫：钟楼30、鼓楼30，两个联票50\n开放时间：旺季4.1-10.25    8:00-22:00\n                   淡季3.31-10.26  8:00-18:00\n地铁2号线“钟楼站”\n公交7、8、601、611、618\n']"
13,荐福寺小雁塔,https://www.tripadvisor.cn/Attraction_Review-g298557-d1801608-Reviews-Small_Goose_Pagoda-Xi_an_Shaanxi.html,https://dimg04.c-ctrip.com/images/02Y2m120009ndmmhx0AA9_R_1080_808_Q90.jpg,420,"观景台,历史遗迹",710068 陕西省 西安市 碑林区友谊西路72号,4.0,"['比起大雁塔，小雁塔真的很默默无闻，要不是因为去参观西安博物院，我恐怕也不会专门过来这边吧。\n小雁塔算是大雁塔的mini版，虽不及大雁塔那么气势恢宏，但也看着小巧可爱。\n大雁塔近距离观赏需要购买门票，小雁塔不需要买门票，但是也进不了塔，是封锁状态的。\n \n小雁塔又称荐福寺塔，建于唐景龙年间，与大雁塔同为唐长安城保留至今的重要标志。\n原有15层，现存13层，高43.3米，是西安博物院的组成部分，为国家4A级旅游景区。\n ', '聽說小雁塔是大唐玄奘法師翻譯經書的地方，如果說大雁塔像一位高僧大德一樣神聖高高在上，那小雁塔就像一位親切的老和尚，小孩子都可以圍在他的僧袍旁邊嬉戲玩耍。\r\n不知是否有推廣活動，反正遊覽當天免門票。上千年的古槐，古式古香的建築，配合著太陽營造的光影變化，一不留神就在那裡玩了幾個小時。']"
14,夫子庙景区,https://www.tripadvisor.cn/Attraction_Review-g294220-d459767-Reviews-Confucian_Temple_Area_Fuzi_Miao-Nanjing_Jiangsu.html,https://dimg04.c-ctrip.com/images/02Y4t12000ajvbiauB56D_R_1080_808_Q90.jpg,1280,景点与地标,江苏省 南京市 贡院街,4.0,"['保存完好。孔子的肖像和雕像都很好。屋顶上的龙装饰得很好。', '保存完好。你可以感受到儒家哲学。很多古老的文物。值得一去，但周围的商店大部分都卖垃圾', '与成千上万的其他寺庙不同，这是一个值得在晚上参观的寺庙，因为它有很多灯光、舞蹈表演和迷宫般的商店，周围到处都是纪念品。拍很多照片。做好迎接寺庙区内外人群的准备。它很受欢迎！']"
15,香港动植物公园,https://www.tripadvisor.cn/Attraction_Review-g294217-d590811-Reviews-Hong_Kong_Zoological_and_Botanical_Gardens-Hong_Kong.html,https://dimg04.c-ctrip.com/images/02Y64120009r2ugfoC9F3_R_1080_808_Q90.jpg,678,"花园,动物园",香港 雅宾利道,4.0,"['位于香港半山中心的免费植物园，让您休息片刻或美好的一天开始。注意到许多当地人沿着安全路径伸展身体和慢跑，还有许多小狗早上散步后过来', '如此美丽的花园，拥有广阔的鸟舍和其他动物。在绿色植物中放松一下是一个受欢迎的休息时间。', '我從小時候開始，到訪本公園，位於中環半山私人住宅區後面。劃分獸籠、鳥籠及溫室。鳥籠有不同雀鳥動物。植物品種非常多，而噴水池到現在是地標。在金鐘坐23、40、40M、小巴10、31及中環碼頭搭12、22、22S小巴直達，而動物很多列為瀕危物種']"
16,三里屯太古里,https://www.tripadvisor.cn/Attraction_Review-g294212-d3318917-Reviews-Taikoo_Li_Sanlitun-Beijing.html,https://dimg04.c-ctrip.com/images/02Y0y120009bg5dzzA5CF_R_1080_808_Q90.jpg,247,"景点与地标,购物中心,",100027 中国 北京市 朝阳区三里屯路19号(工体北路口),4.0,"['💙Rhapsody小大董太古里店盛大开幕🎉\n💙蓝色狂想曲Blue Rhapsody，梦幻、炫酷、奇趣的蓝调盛宴。“蓝调北京”主题，嗨翻全场。视觉、味觉、嗅觉、听觉的全方位升级体验\n💙全新升级2.0版本，蓝色空间时尚前卫，用餐环境轻松闲适，美味美食味蕾绽放，最In最炫的美食潮流新地标', '在家憋不住了 约了和好友出来吃个饭 出来吃饭当然的到洲际的西餐厅了 想死他家的牛排🥩了 \n味道真的正宗 一流的服务质量 吃的太开心了。满满的满足感', '一直对于北京的三里屯有些好奇，有些向往，有些觉得该去逛逛长长见识。\n然而，去了之后，逛了5分钟瞬间崩塌，这啥呀！比起我大成都的太古里差太多太多了。\n首先三里屯太古里好旧哦，好些楼房看起来破破烂烂的，整体规划也不如成都太古里清晰有格调。\n品牌方便，虽然大牌云集，但是铺面看着很普通，基本上不算很大气的样子。\n \n本打算去逛逛看看，下午茶坐坐的，失望之后也就不想逛了，加上9月初的天气还有点炎热，不适合在户外行动。\n下午茶也因为有些饱了，吃不下，放弃了。\n经过LADY M的时候，顺便买了两块蛋糕带走，回酒店自己下午茶吧。\n \n我发现啊，北京太古里的很多品牌基本上和成都的一样，真的是友好合作商铺啊，走到哪儿合作到哪儿。\n \n冬天和夏天还是喜欢逛那种室内的购物中心，一层一层的逛，不会热也不会冷，还不怕被晒到，挺好的。不过呢，这样就显得没特色了。']"
17,客家土楼,https://www.tripadvisor.cn/Attraction_Review-g1222337-d502854-Reviews-Hakka_Houses-Yongding_County_Fujian.html,https://dimg04.c-ctrip.com/images/02Y3i120009r2nx91A62E_R_1080_808_Q90.jpg,160,"古迹,游客中心,建筑",364100 福建省 永定县 境内,4.5,"['南靖土樓代表作四菜一湯，據說成被人造衛星誤認為是和基地的土樓群。所以他是土樓之行必訪之地，但是這裡實在是太商業化了，安排行程一定要好好考慮，已免趁興而去敗興而歸。', '我觉得是个值得旅游的地方，虽然从市区到土楼有一段不短的路程，但是真的到了以后，会有非常美的感受，不过，土楼不适合太热的时候去，蚊子很多，记得要带防蚊的，还有穿长裤，基本色古色古香，很美']"
18,滕王阁,https://www.tripadvisor.cn/Attraction_Review-g297446-d505768-Reviews-Tengwang_Pavilion-Nanchang_Jiangxi.html,https://dimg04.c-ctrip.com/images/02Y1q120009c0zqd0E6E5_R_1080_808_Q90.jpg,392,"景点与地标,建筑",330008 江西省 南昌市 东湖区仿古街36号,4.0,"['我没有感受到历史的重量。我觉得这个建筑本身还是值得一看的，但我并没有真正了解它的历史价值，所以我就假设明天是正常的。', '没来过的话可以看一下的，不说文化底蕴，登上楼顶还挺累的，从上面看赣江枯水期水不多，但是极目远眺的感觉很好，带父母来看看，还不错的，他们很开心', '江南三大名楼之一，具有浓郁的地方特色，看见历朝历代文人雅士们歌咏滕王阁的诗数不胜数，让自己对中国文化有了更深刻的了解。很值得参观!']"
19,华强北路商业区,https://www.tripadvisor.cn/Attraction_Review-g297415-d1797534-Reviews-Huaqiang_North_Road_Commercial_District-Shenzhen_Guangdong.html,https://dimg04.c-ctrip.com/images/02Y6f120009f4p43gCBBF_R_1080_808_Q90.jpg,266,景点与地标,518021 广东省 深圳市 福田区华强北路,4.0,"['華強路這裡的地方很大很大，要行街shopping一整天都行不完！這𥚃除了有很多電子、電話和電腦產品批發和零售外，還有很多食肆來任君選擇。是一個老少皆宜的好去處。', '华强北路商业区很容易去达到，只要坐深圳地铁就可以到。商业区有宽阔的行人道，很好走。两旁的电子中心，卖的东西很便宜。']"
20,人民广场,https://www.tripadvisor.cn/Attraction_Review-g308272-d311591-Reviews-People_s_Square_Renmin_Guang_Chang-Shanghai.html,https://dimg04.c-ctrip.com/images/02Y22120009dknubhBDF0_R_1080_808_Q90.jpg,1021,建筑,200000 中国 上海市 黄浦区人民广场,4.0,"['這裡有多條鐵路線來到這裡。底下的鐵路站很大很易迷路。但是上方有很多值得去看看的景點，特別是公園，雖然有很多人但可以看到市民的日常生活。', '从南京路一直到人民广场人都很多，特别是周末的晚上，很难移动，不过是市区的市中心了，地铁1，2，8号线在这里交汇喔。']"
21,香港朗豪坊,https://www.tripadvisor.cn/Attraction_Review-g294217-d2050636-Reviews-Langham_Place-Hong_Kong.html,https://dimg04.c-ctrip.com/images/02Y2j12000ajst24k5DC7_R_1080_808_Q90.jpg,604,"购物中心,",香港 九龙油尖旺区亚皆老街8号,4.0,"['超级巨大的购物中心。但可能会因您想要查找的内容而变得复杂。很多餐馆都有小商店，楼上卖东西。\n\n超长自动扶梯可将您运送至 4 层楼。楼下就有地铁。连接康得思酒店 4 层', '朗豪坊今年以迪士尼x彼思作主題，大攪「 Fluffy Festival」，一眾可愛角色化身大型毛毛球🥰真係超級可愛啊！一定要瘋狂打卡先得❤️\n\n另外《熊抱青春記》由美鈴變身嘅巨型小熊貓立牌都非常吸晴🤩真係Cute到暈啊！\n\n有興趣嘅快啲去搵佢哋打卡啦😜\n\n迪士尼與彼思— Fluffy Festival開放詳情\n2022年11月16日 至2023年1月1日\n上午11時至下午10時\n朗豪坊4樓通天廣場', '呢个商场好多层，有化妆，护肤品卖，有衫，裤，鞋，袜卖，有食店可以坐低食野，仲有掉彩虹同夹公仔机可以娱乐。']"
22,三亚湾,https://www.tripadvisor.cn/Attraction_Review-g297427-d1864817-Reviews-Sanya_Bay-Sanya_Hainan.html,https://dimg04.c-ctrip.com/images/02Y74120008it2dws1176_R_1080_808_Q90.jpg,477,水域,572000 海南省 三亚市 河东区境内,4.0,"['交通：\n就是三亚市区的海边\n特色体验：\n这里的海浪非常小，适合在海边漫步、也可以游泳。\n推荐理由：\n这里沙滩非常平整，延伸到海里坡度非常平缓，危险性会小很多，是三亚这几个湾区最适合游泳的\ntips：\n周围有水龙头可以冲洗沙子', '海好美，风吹有点冷，只在岸上小道走，没到沙滩。路上车多，要看好小朋友。沙滩干净。看到对面的西岛，可惜没去。有船在海上开动，小朋友很想坐船。', '海好美，風吹有點冷，只在岸上小道走，沒到沙灘。路上車多，要看好小朋友。沙灘乾淨。看到對面的西島，可惜沒去。有船在海上開動，小朋友很想坐船。']"
23,栈桥,https://www.tripadvisor.cn/Attraction_Review-g297458-d561364-Reviews-Zhanqiao_Pier-Qingdao_Shandong.html,https://dimg04.c-ctrip.com/images/02Y1i120009f1zm870E29_R_1080_808_Q90.jpg,874,码头与栈道,266001 山东省 青岛市 市南区太平路12号,4.0,"['距離火車站及地鐵站都非常近，步行不到十分鐘即可到達。夏天海水湛藍，風景優美。可以準備麵包走到亭子去餵海鷗，海風吹來非常舒服，夕陽西下的時候，拍照畫面非常美，是網紅打卡的地標之一。周圍有許多商店及海產餐廳，是觀光遊客必到的景點，若要在此用餐，一定要先訂位。遇上啤酒節，從各地湧入的人潮更是壯觀，另成一番風景。想體驗海上活動的，附近有風帆及快艇出租，先預約，就可以在海上乘風破浪，岸邊可以下水弄潮，也有投幣式的沖洗區，記得帶換洗衣物及拖鞋來。', '我是和我室友一起去的，海风真的有点冷，大家穿好衣服。海鸥超级美丽，一定要来看一下，不来会后悔。这儿的天比我们哪里暖。很喜欢，还有好多地方没去，期待下一次再来可以赶在退朝后抓小螃蟹', '我是和我室友一起去的，海風真的有點冷，大家穿好衣服。海鷗超級美麗，一定要來看一下，不來會後悔。這兒的天比我們哪裡暖。很喜歡，還有好多地方沒去，期待下一次再來可以趕在退朝後抓小螃蟹']"
24,上海欢乐谷,https://www.tripadvisor.cn/Attraction_Review-g308272-d1889821-Reviews-Happy_Valley_of_Shanghai-Shanghai.html,https://dimg04.c-ctrip.com/images/02Y66120008it0phc154E_R_1080_808_Q90.jpg,511,主题公园,201602 中国 上海市 松江区林湖路888号,4.0,"['大家好！\n对于那些喜欢极限运动的人，我强烈推荐这个地方😄\n这是我第一次来到这样的游乐园，我体验到了很多积极的情绪和肾上腺素。\n\n我们住在上海，我们的父母来看望我们，并决定和他们一起度过一个活跃的周末。\n我们是乘坐13号粉色地铁线到达的，换乘1次到公园，终点站有免费巴士。\n\n地铁附近会遇到卖雨衣的，据我记得是5块钱，公园里面更贵，可能是2倍左右（对于水上景点来说是必须的！）。\n\n我给欢乐谷4.5分！费用每人250元。\n\n入口处几乎没有人排队，景点很酷，但里面的食物不太好，这就是我摘掉一颗星的原因。\n\n让我们回到游乐设施吧！\n酷、可怕、安全！\n过山车大约有20个，一般有120多个娱乐项目，有景点、游乐设施、表演等。任何景点都允许儿童和成人参观。\n\n我唯一不建议去的地方是恐慌室。不有趣，也不可怕。\n\n需要一整天的时间，但你连一半的时间都没有时间骑，因为景点真的很多。\n\n值得去吗？\n当然！！！\n\n那种情感和印象令人难以忘怀，可以发自内心地尖叫。\n\n晚上结束时，我们欣赏了一场令人惊叹的烟花表演（我不记得确切的时间 - 20:00 或 21:00），这是最美好的时刻之一✨', '不错的体验。很多游乐设施（比迪斯尼乐园多 - 似乎如此）游乐设施排队只需几分钟，因此您可以享受一整天的娱乐', '和朋友一起去玩了上海欢乐谷，发现这边项目还是不错的，但是就是有些项目发现玩起来不舒服，比如那个木质的过山车🎢，玩起来有难受，咯吱咯吱，抖动声音太大了。其他还可以。']"
25,中环海滨摩天轮,https://www.tripadvisor.cn/Attraction_Review-g294217-d7296243-Reviews-Hong_Kong_Observation_Wheel-Hong_Kong.html,https://dimg04.c-ctrip.com/images/02Y11120008owfrq14F65_R_1080_808_Q90.jpg,463,"景点与地标,主题公园",香港 民光街33號 中環海濱長廊,4.0,"['晚上开车并不是一个好主意。发霉的玻璃让你无法拍出像样的照片，虽然景色还可以，但白天的景色要好得多。', '摩天轮的美景尽收眼底，隔壁还有露天电影院。而且不太贵。重做', '我们兴高采烈地带着朋友去了摩天轮，却迎来了一次失望的旅程。当天买票后，负责查票的工作人员态度很糟糕——傲慢、懒惰，对客人说话语气不屑一顾。我们最初的兴奋很快就消失了。我们最初以为这只是他们对我们的态度，但我们也看到了对其他客人的同样行为，这确实令人沮丧。我们希望这个问题能够得到解决。\n\n就硬件而言，他们让我们扫描的二维码已经磨损，无法读取。']"
