User_Id,location_id,review_rating
2,457131,4.5
8,321157,4.5
4,2008063,4.5
8,319637,4.5
9,554058,4.5
4,1392283,4.5
7,2051136,4.5
6,10781015,4.5
9,8036308,4.5
6,1237345,4.5
8,1553267,4.5
3,311592,4.5
4,1808113,4.5
2,14790531,5.0
10,1824759,4.5
6,2249885,4.5
7,2457976,4.5
2,799251,4.5
3,1805682,4.5
8,1843137,4.5
1,593160,4.5
7,1799046,4.5
5,552504,4.5
5,617184,4.5
4,1793303,4.5
2,459901,4.5
6,1510735,4.5
8,1834207,4.5
9,1580078,4.5
3,3478072,4.5
8,12453157,5.0
4,513523,4.5
10,1814459,4.5
9,311598,4.5
6,311565,4.5
2,9732101,4.5
1,1196260,4.5
6,555055,4.5
7,311576,4.5
5,593054,4.5
3,1514832,4.5
4,319133,4.5
10,502459,4.5
9,2136178,4.5
5,500754,4.5
10,447109,4.5
9,321028,4.5
7,10781016,4.5
2,447111,4.5
8,386917,4.5
5,1887174,4.5
3,2051282,4.5
1,513570,4.5
4,457053,4.5
5,311604,4.5
2,1546141,4.5
7,1823886,4.5
5,1793434,4.5
10,1372929,4.5
10,311539,4.5
6,1371635,4.5
3,1793522,4.5
6,2070915,4.5
6,968205,4.5
5,324274,4.5
8,490457,4.5
9,325688,4.5
2,324861,4.5
5,325844,4.5
2,1992541,4.5
4,311583,4.5
5,11846144,5.0
6,378945,4.5
8,2239837,4.5
6,311505,4.5
4,1771883,4.5
2,9814601,4.5
10,1371639,4.5
10,437839,4.5
1,319120,4.5
6,10387075,4.5
9,530728,4.5
7,6496976,5.0
10,457089,4.5
7,307766,4.5
8,513537,4.5
4,1979523,4.5
1,488560,4.5
5,1805384,4.5
3,1851812,4.5
1,1563680,4.5
7,1567326,4.5
2,1871611,4.5
7,2146696,4.5
3,1857482,4.5
9,1848698,4.5
9,550738,4.5
9,1645928,4.5
9,503008,4.5
5,10161574,4.5
1,505450,4.5
1,2355130,4.5
9,510078,5.0
1,2105630,4.5
4,1741383,4.5
2,319081,5.0
10,319089,4.5
2,2373941,4.5
4,3641963,4.5
4,1556623,4.5
2,7362151,4.5
1,548040,5.0
3,319162,4.5
8,6222867,4.5
8,7908747,5.0
6,13292535,5.0
9,7691648,5.0
3,543602,4.0
8,13391017,5.0
8,14111757,5.0
2,2422351,5.0
3,6894032,5.0
2,593131,5.0
10,8870709,5.0
6,12881645,5.0
9,663928,5.0
6,9717905,5.0
6,13827325,5.0
10,10403529,5.0
2,1927351,5.0
5,311534,4.5
9,311538,4.5
7,319086,4.5
4,311573,4.5
6,537975,4.5
10,2482919,4.5
1,2228870,4.5
8,321017,4.5
6,311595,4.5
2,325811,5.0
10,2257059,4.0
9,1396508,4.5
4,595333,4.0
6,590805,4.0
9,338318,4.5
8,311547,4.5
3,2315352,4.0
10,2088629,4.5
5,459774,4.0
6,1724025,4.5
5,1848034,4.5
6,1793465,4.0
2,2050161,4.5
6,2222815,4.5
8,7146397,5.0
3,3345902,4.0
6,505445,4.0
4,5015353,4.0
7,506076,4.5
10,1799089,4.5
8,5115697,4.0
10,12955799,4.0
7,10200866,5.0
10,1843609,3.5
6,3923255,4.5
3,1793242,4.0
9,8820228,4.0
8,1864937,4.0
5,15662744,5.0
3,550912,4.0
8,2210647,4.0
4,459783,4.5
3,10020712,4.0
7,7317246,4.5
4,501313,4.0
6,1438465,4.0
1,553960,4.5
2,505701,4.0
7,1827016,4.5
2,4039361,4.5
10,1839589,4.0
4,532713,4.5
4,1754693,4.5
5,1825004,4.0
8,501057,4.0
1,2104290,4.5
4,548083,4.0
10,12102569,4.0
9,6384098,4.5
3,12618192,5.0
5,5120804,4.5
2,10103851,4.5
8,550257,4.0
4,2003133,4.5
7,2234026,4.5
4,1824363,4.5
10,1793539,4.5
1,513680,4.5
9,1372938,4.0
7,556036,4.0
2,2050191,4.0
1,1797540,4.0
2,1438961,4.5
1,1850820,4.0
9,1834858,4.5
5,1810484,4.0
8,1832097,4.0
8,1851167,4.0
8,1833817,4.0
5,1793364,4.5
2,490521,4.0
9,2003088,4.0
6,2003315,4.0
8,1400427,4.0
3,635372,3.5
7,1796706,4.5
3,8669932,4.0
5,1827004,4.0
7,1859376,4.5
4,1851523,4.5
5,505704,4.5
5,1793284,4.0
8,4799797,4.5
7,1879206,4.5
3,1808392,4.5
8,2154977,4.5
3,1810652,4.5
7,447516,4.0
10,3973899,4.0
1,674500,4.5
2,1979771,4.5
2,3581311,4.5
10,1813889,4.0
3,1795852,4.0
1,548210,4.5
9,1979498,4.5
1,1979350,4.5
4,3363723,4.5
3,1814372,4.0
7,1793496,4.5
4,1859403,4.5
3,325882,4.5
5,1834254,4.5
5,4430004,4.0
5,7141964,4.5
8,1831217,4.0
3,8607122,3.5
7,10148796,4.5
9,1832898,4.0
4,1834783,4.0
3,1801082,4.5
6,1797595,4.5
4,2224833,4.0
5,1851544,4.5
7,1851776,4.0
3,2050632,4.0
9,1805708,4.0
2,505481,4.0
1,1871240,4.0
9,1793248,4.0
3,1996312,4.0
4,5040013,4.5
3,23736142,4.0
1,487620,4.5
10,636379,4.5
8,1825187,4.5
6,1814755,4.5
9,2359688,4.5
10,2296819,3.5
5,1842884,4.5
10,550329,3.5
3,1743462,4.0
7,2079896,4.0
1,325870,4.0
7,3381596,4.0
7,3362366,4.0
8,4799867,4.5
1,2050660,3.5
3,8358132,4.0
6,7810755,4.5
9,1823988,4.0
3,1814382,4.5
7,1848316,4.0
2,1848291,4.0
10,549629,4.5
1,7227980,4.0
8,1795837,4.0
1,2004070,4.5
5,554944,4.0
3,1549182,4.0
8,1541407,5.0
3,321102,4.0
9,506198,4.5
9,2003218,3.5
6,555295,4.5
4,1801533,4.5
1,1743460,4.0
6,654295,4.5
6,1851215,4.0
6,1577075,4.5
8,3610717,4.0
1,501510,4.5
4,2051173,4.0
3,1193212,4.0
8,1856647,4.5
2,561401,4.0
6,1910315,4.0
1,2166000,4.0
8,1989917,4.5
9,1864608,4.0
5,1979464,4.5
7,4492536,4.0
4,1843133,4.0
5,3361774,4.0
9,1810558,4.5
5,1396504,4.0
10,7937089,4.5
9,1993238,4.0
2,1856461,4.5
7,1855646,4.0
2,1855241,4.5
10,775969,4.5
6,530685,4.5
1,10020360,4.0
1,490510,4.0
9,505678,4.0
2,1831891,4.5
1,1834510,4.0
2,10020361,4.5
7,1834186,4.0
6,1847965,4.5
3,1859732,5.0
10,1580069,4.5
9,1860038,4.5
7,487256,4.5
2,1967321,4.5
6,1569425,4.5
4,1805463,4.0
6,1795835,4.5
9,1514828,4.5
10,3808319,4.5
3,1808022,4.5
7,1864356,4.0
6,1793455,4.0
7,325676,4.0
2,2003191,4.5
5,550604,4.0
1,2050640,3.5
10,2224829,4.0
4,1797653,4.5
1,2667930,4.0
8,593197,4.0
1,1438470,4.0
5,501524,4.5
1,494460,4.0
9,3374118,4.0
4,3362853,4.0
1,513660,4.5
7,1650946,4.0
8,2051137,4.0
3,10020362,4.5
9,1183098,4.5
1,311530,4.0
8,1022087,4.0
9,12030398,4.5
5,1832104,4.5
9,517628,4.0
7,1831826,4.5
3,489112,4.0
9,2512388,4.0
4,487613,4.0
2,1466541,4.5
6,1802165,4.0
5,1801144,4.0
7,548276,4.5
6,1795795,4.5
9,1170458,4.5
9,8062018,4.0
8,1814687,4.0
8,311567,4.0
4,1979663,4.0
2,2051281,4.0
1,1871130,5.0
3,1979572,4.5
4,325853,4.0
1,2444230,5.0
6,506075,4.0
5,2051104,4.5
8,2004067,4.0
6,2050165,4.0
4,489113,4.0
8,2003087,4.5
6,2082335,4.5
2,311561,4.5
9,590918,4.0
10,1775459,4.0
2,2401061,5.0
9,1801278,5.0
2,2562111,4.5
3,3646432,4.0
2,325711,4.5
5,500604,4.0
1,1851770,4.0
9,2374648,5.0
3,5116872,4.5
2,1796221,4.5
3,2003502,4.5
2,1474291,4.5
2,1574661,4.0
9,1851318,4.0
2,502491,4.5
2,498731,4.0
7,1814326,5.0
5,1793454,4.5
6,457055,4.5
8,1827087,4.5
4,8820313,4.0
3,2003582,4.5
4,311603,4.0
9,1851208,4.0
6,1864475,4.5
4,7629553,4.0
10,2088679,4.5
9,1864948,4.0
6,1831825,4.5
7,10020336,4.0
6,1898245,4.0
7,2562036,4.0
8,7205087,4.0
3,1742642,4.0
9,1814618,4.0
9,1814458,4.0
7,1490946,4.0
6,1814175,4.5
2,8820251,4.0
6,2050565,4.5
6,10813335,4.5
8,1438467,4.0
5,1851254,4.5
5,552374,4.0
8,1842797,4.0
6,319105,3.5
9,1020778,4.0
9,1834698,4.0
7,17639106,4.0
3,2035682,4.0
2,543471,4.0
5,3749584,4.0
10,1843199,4.5
7,3569096,4.5
1,2003280,4.0
7,1438966,4.5
6,1834075,4.5
10,494459,4.0
10,4467219,4.0
9,4759978,4.0
6,593195,4.0
6,501325,4.5
5,1855594,4.0
4,319613,4.0
3,1842712,4.5
5,1871064,4.5
4,553513,4.0
9,457128,4.0
5,1870944,4.5
7,593056,4.0
3,501512,4.0
9,1864528,4.5
5,1848144,4.0
6,500605,4.5
3,1864792,4.0
10,1810559,4.5
1,552670,4.0
1,311550,4.5
6,1469405,4.0
5,6433564,4.5
4,10020333,4.5
1,1147350,4.5
8,7022757,4.5
4,1807543,3.5
10,2050909,4.5
5,501624,4.5
10,10020359,4.5
5,2051364,4.0
9,1871608,4.5
4,3318853,4.5
9,1833968,4.0
8,1801037,4.5
9,1831378,4.5
6,4555335,4.0
10,554479,4.5
10,487309,4.0
1,2483290,4.0
1,507270,4.0
6,556025,4.5
6,2003325,4.0
10,1825209,4.5
3,321012,4.0
3,459922,4.0
3,3631292,4.0
8,1871187,4.5
3,2399272,5.0
7,4508096,5.0
4,1864593,4.0
7,487176,4.0
4,319123,4.0
1,554640,4.5
5,1871284,4.0
1,1590980,3.5
3,1801542,4.0
3,1845702,4.0
10,8820379,4.5
8,9608957,4.0
9,487368,4.5
5,593234,3.5
5,1831174,4.0
3,552572,4.0
3,487312,4.0
3,554052,4.0
6,1826995,4.0
2,1842921,4.0
10,548919,4.0
5,2210644,4.0
6,1807975,4.5
1,3362610,4.0
7,2151006,4.0
8,1871207,4.5
7,2072106,4.5
1,2035690,4.0
5,1851764,4.5
1,307770,4.5
9,1497498,4.5
3,1801232,4.0
10,592379,4.0
2,1440231,4.5
9,1642548,4.0
3,2003592,4.5
5,1590804,4.0
2,546311,4.0
3,1979462,4.0
4,1864673,4.0
6,8820255,4.5
7,553596,4.0
3,2221002,4.0
6,2540155,4.5
9,1468638,4.5
6,592975,4.0
2,325881,4.0
4,1807743,4.5
2,1824371,4.0
9,517698,4.5
9,1023548,4.0
4,505673,4.0
4,457093,4.0
9,488808,4.0
9,7825518,4.5
9,1807918,4.5
2,14179331,4.5
4,1801263,4.0
8,1801007,5.0
6,1810235,4.5
10,1509599,4.0
8,8036157,4.5
5,503344,4.5
5,2005224,4.0
6,320715,4.0
3,1810492,4.0
1,1827040,4.5
2,6671991,4.5
5,1864914,4.0
3,3362322,4.0
10,1774609,4.0
2,529211,4.0
7,7707286,5.0
2,3543321,4.5
10,1931999,4.0
6,1871605,4.5
5,2373954,4.5
3,501052,4.5
2,506071,4.0
3,319152,4.0
2,1797601,4.5
4,3443223,4.0
10,3653729,4.0
5,2003244,4.0
2,325861,4.0
3,2282452,4.0
1,530740,4.5
6,459905,4.0
3,8820252,4.0
2,447511,4.0
3,1825162,4.5
6,1795915,4.5
3,1556632,4.5
7,1439716,4.0
1,553700,4.5
4,1859243,4.5
2,1591931,4.0
7,2050166,4.0
4,2003903,4.5
3,554372,4.5
2,590331,4.5
7,1799136,4.5
7,758266,4.5
4,488843,4.5
3,3417522,4.0
1,8820310,4.5
1,590330,4.5
1,3617940,4.0
6,2051315,4.5
9,1871508,4.0
6,1867905,4.0
3,502852,4.0
4,503333,4.5
4,487243,4.0
4,1808083,4.0
2,7371131,4.5
6,502485,4.5
2,1947691,4.5
4,1856093,4.5
9,2051168,4.5
8,1797537,4.0
1,1864610,4.5
9,2483068,4.0
7,537986,4.0
6,2226385,4.0
7,493306,4.0
4,8646913,5.0
8,510317,4.0
5,1805524,4.5
6,1642695,4.0
8,1801447,4.0
4,2241513,4.0
1,548050,4.0
9,2173838,4.0
1,7236850,4.5
6,548055,4.0
9,593038,4.0
6,1843665,4.0
8,1870907,4.0
1,592480,4.0
10,1839969,4.5
7,6402576,4.0
9,2051398,4.0
8,501047,4.0
1,1851040,4.5
1,1799290,4.0
1,10403530,5.0
6,487615,4.0
5,1800994,4.0
4,1814673,4.5
9,1801038,4.0
8,2224787,3.5
3,379322,4.5
3,1813932,4.5
4,8775243,4.5
4,1799143,4.0
8,8720027,4.0
8,1871037,4.0
10,1814819,4.5
4,1801573,4.5
2,1859301,4.0
10,1826999,4.0
5,1814724,4.5
6,1793405,4.5
8,1979457,4.0
2,14028261,4.5
10,3158299,4.0
5,2411494,4.0
9,1857558,4.0
10,1855209,4.5
10,510089,4.5
8,1824367,5.0
4,1795893,4.0
9,1831738,4.0
1,1842960,4.0
2,10811481,4.5
3,1808122,4.0
1,324160,4.0
8,1979757,4.5
3,1392262,4.0
10,8666659,4.5
7,2003536,4.5
9,1864438,4.5
10,5484289,4.0
7,2675016,4.0
5,1859864,4.0
7,6669886,4.0
10,1831629,4.5
2,1980171,4.5
4,3418183,4.0
7,1843616,4.0
9,1814178,4.0
5,2003764,4.5
2,1801201,4.0
3,1808002,4.0
7,1843176,4.0
2,561801,4.0
8,2439567,4.0
8,1814637,4.5
2,3291781,4.5
2,11867381,4.0
10,1793379,4.0
7,3749576,4.5
8,4174537,4.0
7,1776256,4.0
1,7205100,4.0
10,1793519,4.5
3,24026222,4.5
6,4496395,4.0
7,12195216,5.0
4,1831623,4.5
10,1825049,4.0
10,1851129,4.5
10,1805649,4.0
8,513647,4.0
5,1825144,4.5
9,4702008,4.5
8,2003287,4.0
1,1814740,4.5
1,2004080,4.5
3,10020962,4.0
1,1814810,4.5
3,562312,4.5
7,7022786,4.0
3,3451492,4.0
10,556629,4.5
7,7927766,4.5
4,2004053,4.5
4,1864933,4.5
5,1810474,4.0
5,1516314,4.0
7,2003136,4.0
3,1814142,4.0
7,1842916,4.0
2,1449981,4.5
4,4492203,4.0
7,1871486,4.0
9,459768,4.5
10,1813869,4.5
7,4178446,4.5
10,15044519,4.0
8,379317,4.0
1,5116760,4.0
6,1930385,4.5
5,1843684,4.0
4,1851333,4.5
3,321112,4.0
5,12951484,4.5
2,1834561,4.0
2,1834371,5.0
8,2050167,4.5
9,2257058,4.5
4,503343,4.0
1,15671160,4.5
9,3459838,4.0
4,1808143,4.5
5,2088754,4.5
5,2051164,4.0
5,2050174,4.0
8,2003747,4.0
9,2401078,4.5
8,502257,4.0
4,4492173,4.0
3,1855842,4.5
9,537978,4.0
6,2238815,3.5
4,447503,3.5
3,2050442,4.0
9,1979748,4.5
3,1814742,4.5
2,1855471,4.5
10,1797609,4.0
7,3418226,4.0
2,3363411,4.0
4,6669883,4.0
10,1793499,4.0
8,2296777,4.0
1,1856190,4.5
5,1814854,4.0
10,1583179,4.0
4,3362963,4.0
6,1801065,4.0
6,1878995,4.0
8,1979817,4.0
9,2003338,4.5
6,2035825,4.0
9,19378348,5.0
2,590871,4.0
10,508949,4.5
5,5015814,4.5
3,12152552,4.5
6,2050865,4.5
8,2072087,4.5
10,1979469,4.0
6,15758135,5.0
2,500751,4.5
2,6960711,4.5
3,1855802,4.5
9,5120678,3.5
10,551319,4.5
6,550615,4.0
2,537991,3.5
4,459923,3.5
8,3158247,4.0
10,1814089,4.5
3,3579322,4.5
6,1813945,4.0
10,551309,4.0
8,3618697,4.0
9,1864848,4.5
2,1855931,4.0
6,315245,3.5
10,2050259,4.0
1,1793500,4.0
3,1864402,4.5
2,1814401,4.5
4,9782163,5.0
6,1807935,4.0
10,1793329,4.0
10,311599,3.5
2,459771,4.0
3,1799112,4.0
7,1801566,4.5
8,1814667,4.0
10,1824919,4.5
8,2454427,4.5
2,1793371,4.0
10,9750289,4.0
1,593230,4.0
2,1795951,4.5
5,456974,4.5
5,1814634,4.0
9,1814788,5.0
1,1864790,4.0
3,459932,4.0
4,14384243,5.0
4,1810483,4.0
3,1864262,4.0
6,2103225,4.0
3,5116312,4.0
1,487370,4.0
1,1855800,4.5
4,5116873,4.0
1,2068750,4.5
5,1799124,4.5
2,553271,4.0
3,1871372,4.5
3,4326512,4.5
8,3361947,4.0
5,1814684,4.0
9,8873668,4.5
8,1810347,4.0
6,1824365,4.5
4,1843283,4.0
1,1797610,4.0
8,2165997,4.0
7,1801206,4.0
7,2050326,4.5
9,1793438,4.5
7,1856216,4.0
7,2003066,4.5
7,7149796,4.0
1,549630,4.0
3,1825022,4.0
10,1851189,4.5
6,450875,3.5
1,2374720,4.0
3,2234022,4.0
2,7186551,4.5
8,1722997,4.0
2,1793281,4.0
4,5827303,4.5
3,1814452,4.5
4,3655613,4.0
4,550703,4.0
3,1810512,4.0
9,1808038,4.5
8,2232627,3.5
5,1814784,4.0
10,311589,4.0
1,501060,4.0
1,1795860,4.5
1,1834790,4.0
6,7951665,4.0
2,4178121,4.0
1,2068790,4.0
4,1478563,4.0
2,505451,4.0
4,1864543,4.0
1,1392070,4.0
6,1555465,4.0
2,1814721,4.0
2,1805281,4.5
10,2515049,4.0
6,1801035,4.0
10,2004159,4.5
8,1797507,4.5
8,10402537,4.0
5,1827054,4.0
4,612843,4.0
7,6676506,4.5
2,3439981,4.5
4,1807943,4.5
2,317451,4.0
1,1979450,4.0
8,7151877,4.0
6,4252285,4.5
5,3547234,4.5
1,1824510,4.5
7,8705196,4.0
2,2051391,4.5
1,2004110,4.0
6,593165,4.0
7,1892906,4.0
9,1834758,4.5
6,2051405,4.0
10,2088729,4.0
7,1805156,4.0
6,1834015,4.5
6,1808345,5.0
5,1807744,4.0
8,10791327,4.0
3,1801062,4.0
4,1018223,4.0
2,1801231,4.0
7,2003356,4.5
2,1979461,4.0
4,1871303,4.0
6,10020335,4.0
4,7854383,4.5
1,505680,4.0
9,8723638,3.5
5,12571254,4.5
8,1801027,4.0
3,1824702,4.0
6,2160895,4.0
7,12015296,4.5
5,1889824,4.5
5,1826844,4.5
8,1843437,4.0
4,3362583,4.0
3,488212,4.0
5,1813994,4.0
2,502851,4.5
3,1864512,4.5
9,3361778,4.0
7,324506,3.5
5,1839884,4.0
8,1807717,4.5
8,3211377,3.5
10,1808259,4.5
9,311518,4.0
5,1801184,4.5
5,2050664,4.5
1,2082230,4.0
7,3362126,4.0
10,1797489,4.0
1,1808040,4.5
4,1859743,4.5
8,2003497,4.0
5,3634714,4.5
3,550362,3.5
9,2003618,4.5
4,2003343,4.5
9,593138,4.0
8,2413747,4.5
2,3362041,4.5
10,2004079,4.5
1,593080,4.0
6,2003195,4.5
10,1824429,4.5
9,968178,4.0
4,493323,4.5
7,501536,4.0
5,2696994,4.0
4,3749763,5.0
9,2085708,4.5
6,456275,3.5
7,1814156,4.5
10,1825159,4.0
4,3318903,4.0
5,1870994,4.0
3,512062,4.0
1,1793250,4.0
5,1864834,4.5
4,324053,4.5
2,1373161,4.0
4,6419013,4.5
4,502223,4.0
7,1795836,4.0
6,5115745,4.0
6,4787625,4.5
1,2226330,4.0
1,1908970,4.0
3,1893722,4.5
8,1800977,4.5
9,459928,4.0
10,2003499,4.0
9,1807988,4.0
7,500546,4.0
10,1867929,4.0
4,1855243,4.5
9,2051408,4.5
7,1814806,4.5
5,494924,4.5
6,1848105,4.0
7,1799146,4.0
9,561498,4.0
9,1916378,4.0
3,1372772,4.0
1,1577050,4.5
6,1851035,4.5
10,2050649,4.5
4,7598103,4.5
6,2234055,4.0
4,1848153,4.0
1,1814880,4.0
10,1826879,4.5
10,503329,4.0
1,2008060,3.5
2,1741381,4.0
5,10209074,4.5
1,5317220,4.0
7,3362436,4.0
4,506173,4.0
3,625752,4.0
9,502858,4.0
9,1856108,4.5
5,1859744,4.5
5,505434,4.0
8,6998297,4.5
10,3362329,4.0
4,8331253,4.0
7,1855836,4.0
5,2003094,4.0
2,2291211,4.5
3,10383402,4.5
4,1801063,4.0
5,550614,4.5
7,1810446,4.5
10,2699169,4.5
9,1036338,4.0
10,1864389,4.0
8,1793237,4.0
1,3363440,4.0
7,9882806,4.5
4,5302983,4.0
6,1797565,4.0
3,325712,3.5
3,1814792,4.5
5,1805134,4.5
10,513529,4.0
9,10020358,4.5
4,1824073,4.5
9,1851768,4.0
10,2341599,4.0
7,513576,4.0
9,1641988,4.0
2,1814801,4.5
2,1848161,4.5
1,1814160,4.5
6,1967885,4.0
2,7141861,4.5
2,1823981,4.5
10,1951409,3.5
9,1859338,4.5
7,1392066,4.0
1,1834880,4.5
9,1795898,4.0
4,1759873,4.0
1,1814130,4.5
1,2224830,4.0
8,1438967,4.0
10,503009,4.5
